,location,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_thousand,life_expectancy,human_development_index,is_asia,is_europe,is_africa,is_north_america,is_south_america,is_oceania
162,Sweden,221945.93600000002,3565.0525000000002,1585.0966666666666,5.331333333333333,5.888999999999999,0.56275,1.7833333333333332,76.52999999999999,74.08,50.0,24.718000000000004,41.0,19.985,13.432999999999998,46949.282999999996,0.5,133.982,4.79,18.8,18.900000000000002,2.22,82.8,0.945,0.0,1.0,0.0,0.0,0.0,0.0
163,Switzerland,267202.50549999997,2755.1318333333334,1464.5755,1.4915,10.291333333333332,0.4003333333333334,2.5,69.59166666666667,68.04,56.48,214.24299999999997,43.1,18.436000000000003,12.644,57410.16599999999,0.3299885725620332,99.73899999999999,5.59,22.599999999999998,28.900000000000002,4.53,83.77999999999999,0.955,0.0,1.0,0.0,0.0,0.0,0.0
166,Tajikistan,1818.3263333333332,0.46166666666666667,12.821,0.0,0.04997175374635411,0.026658568566839336,51.20840858476912,47.79,39.71,18.52,64.281,23.3,3.4660000000000006,2.155,2896.913,4.8,427.69800000000004,7.11,1.6686617403596964,19.883327294693427,4.8,71.10000000000001,0.668,1.0,0.0,0.0,0.0,0.0,0.0
167,Tanzania,540.339,0.0,12.83,0.0,0.016,0.0441,22.7,4.8,83.5,8.33,64.699,17.7,3.108,1.8740000000000003,2683.304,49.1,217.28799999999998,5.75,3.3000000000000003,26.7,0.7000000000000001,65.46,0.529,0.0,0.0,1.0,0.0,0.0,0.0
168,Thailand,35473.72016666667,141.78300000000002,318.1998333333333,0.2813333333333333,0.6755,0.18645,5.366666666666666,75.02499999999999,69.85333333333332,48.15,135.13200000000003,40.1,11.373,6.89,16277.671,0.09999999999999999,109.861,7.04,1.9000000000000001,38.800000000000004,2.1,77.14999999999999,0.777,1.0,0.0,0.0,0.0,0.0,0.0
169,Timor,15054.599666666663,56.677,90.78200000000002,0.0,0.18199999999999997,0.19776666666666667,5.45,50.04,42.01,36.11000000000001,87.176,18.0,3.5560000000000005,1.897,6570.102,30.3,335.346,6.86,6.3,78.10000000000001,5.8999999999999995,69.5,0.606,1.0,0.0,0.0,0.0,0.0,0.0
170,Togo,4310.976166666666,2.0051666666666668,31.610000000000003,0.0,0.10916666666666665,0.01595,63.949999999999996,16.8,12.9,43.52,143.366,19.400000000000002,2.839,1.5250000000000001,1429.8129999999999,49.199999999999996,280.03299999999996,6.1499999999999995,0.9,14.200000000000001,0.7000000000000001,61.04,0.515,0.0,0.0,1.0,0.0,0.0,0.0
172,Trinidad and Tobago,80989.10166666667,441.9111666666666,2450.0476666666673,6.650666666666666,2.2196666666666665,0.19849999999999998,5.05,52.385,49.406666666666666,56.48,266.88599999999997,36.199999999999996,10.013999999999998,5.819,28763.071,0.12155014065726505,228.467,10.97,7.717409147134848,32.9487237562017,3.0,73.51,0.7959999999999999,0.0,0.0,0.0,1.0,0.0,0.0
173,Tunisia,77984.50666666667,479.81866666666656,2221.042,5.459833333333333,1.4173333333333333,0.4199,2.3666666666666667,59.55833333333333,52.51,55.56,74.22800000000001,32.699999999999996,8.001,5.075,10849.296999999999,2.0,318.991,8.519999999999998,1.0999999999999999,65.8,2.3000000000000003,76.7,0.7400000000000001,0.0,0.0,1.0,0.0,0.0,0.0
174,Turkey,140982.5741666667,1212.3688333333332,1036.9061666666666,2.583166666666667,5.2011666666666665,0.22168333333333334,4.516666666666666,67.57666666666667,61.69833333333333,58.32999999999999,104.914,31.599999999999998,8.152999999999999,5.061,25129.341,0.19999999999999998,171.285,12.13,14.1,41.1,2.81,77.69,0.82,1.0,0.0,0.0,0.0,0.0,0.0
175,Uganda,3439.884333333333,1.5348333333333333,75.28433333333334,0.085,0.06949999999999999,0.03596666666666667,28.21666666666667,23.2,4.3,34.26,213.75900000000001,16.400000000000002,2.1679999999999997,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,0.5,63.37,0.544,0.0,0.0,1.0,0.0,0.0,0.0
176,Ukraine,100909.09500000002,869.2913333333335,2475.2940000000003,4.397833333333334,1.7905,0.4287666666666666,2.333333333333333,35.48499999999999,33.946666666666665,75.0,77.39,41.4,16.462,11.132999999999997,7894.392999999999,0.09999999999999999,539.849,7.11,13.5,47.4,8.799999999999999,72.06,0.779,0.0,1.0,0.0,0.0,0.0,0.0
177,United Arab Emirates,85324.98433333333,210.17083333333335,225.8015,0.35000000000000003,49.1225,0.004516666666666666,222.1833333333333,91.15556252039787,93.46666666666665,44.44,112.44200000000001,34.0,1.1440000000000001,0.5259999999999999,67293.483,0.4024470636730674,317.84,17.26,1.2,37.4,1.2,77.97000000000001,0.89,1.0,0.0,0.0,0.0,0.0,0.0
178,United Kingdom,259146.13049999997,1197.0648333333334,2314.9026666666664,4.845833333333334,18.126166666666666,0.059199999999999996,16.916666666666668,76.835,71.15833333333335,42.13,272.89799999999997,40.800000000000004,18.517,12.527000000000001,39753.244,0.19999999999999998,122.13699999999999,4.28,20.0,24.7,2.5399999999999996,81.32,0.932,0.0,1.0,0.0,0.0,0.0,0.0
179,United States,228596.4646666667,728.2315,2694.656166666666,7.411666666666666,4.42,0.15883333333333335,6.3500000000000005,75.86833333333333,64.64666666666666,58.800000000000004,35.608000000000004,38.300000000000004,15.412999999999998,9.732000000000001,54225.445999999996,1.2,151.08899999999997,10.79,19.099999999999998,24.599999999999998,2.77,78.86,0.926,0.0,0.0,0.0,1.0,0.0,0.0
181,Uruguay,202179.08250000002,2755.355666666667,1888.9660000000001,7.555833333333332,7.0680000000000005,0.3920166666666666,2.55,83.515,77.38333333333333,28.7,19.751,35.6,14.655,10.360999999999999,20551.409,0.09999999999999999,160.708,6.93,14.0,19.900000000000002,2.8000000000000003,77.90999999999998,0.8170000000000001,0.0,0.0,0.0,0.0,1.0,0.0
182,Uzbekistan,6673.741000000001,28.42616666666667,46.45033333333333,0.09816666666666667,3.4234857049659713,0.061393090959272055,34.728208309079456,53.699999999999996,37.12,45.37,76.134,28.2,4.469,2.8730000000000007,6253.104,5.279950370768092,724.4169999999999,7.57,1.3,24.7,4.0,71.72000000000001,0.7199999999999999,1.0,0.0,0.0,0.0,0.0,0.0
183,Vanuatu,22.26,0.0,3.18,0.0,0.016441552761032947,0.04086272098976612,25.365477871576918,4.438339021458045,44.40576051474596,22.22,22.662000000000003,23.099999999999998,4.393999999999999,2.6200000000000006,2921.909,13.200000000000001,546.3000000000001,12.019999999999998,2.8000000000000003,34.5,0.6321233235936279,70.47000000000001,0.609,0.0,0.0,0.0,0.0,0.0,1.0
184,Venezuela,17119.935166666666,59.856,190.51316666666665,0.23233333333333336,0.670674153309755,0.05387220997924092,21.815984799010536,75.73,49.26,28.7,36.25299999999999,29.0,6.614,3.9149999999999996,16745.022,8.953840639491293,204.85,6.47,4.885791885438857,70.14140875757664,0.7999999999999999,72.06,0.711,0.0,0.0,0.0,0.0,1.0,0.0
185,Vietnam,23551.022666666668,112.46600000000001,387.68100000000004,0.9286666666666666,0.36633333333333334,0.44240000000000007,2.483333333333334,80.55833333333334,75.57,63.88999999999999,308.127,32.6,7.1499999999999995,4.718,6171.883999999999,2.0,245.465,6.0,1.0,45.9,2.6,75.39999999999999,0.7040000000000001,1.0,0.0,0.0,0.0,0.0,0.0
186,Yemen,365.0246666666667,0.8035,66.288,0.08766666666666667,0.017302829442952236,0.038077738368101625,27.509933944417373,4.209413662648582,2.601189466909662,26.849999999999998,53.508,20.3,2.922,1.5830000000000002,1479.1470000000002,18.8,495.0030000000001,5.3500000000000005,7.6000000000000005,29.2,0.7000000000000001,66.12,0.4699999999999999,1.0,0.0,0.0,0.0,0.0,0.0
187,Zambia,16195.90516666667,19.01816666666667,207.46283333333335,0.11466666666666668,0.1978333333333333,0.09426666666666668,10.649999999999999,25.382875451985495,8.94,27.78,22.995,17.7,2.48,1.5419999999999998,3689.2509999999997,57.5,234.49900000000002,3.94,3.1,24.7,2.0,63.88999999999999,0.584,0.0,0.0,1.0,0.0,0.0,0.0
188,Zimbabwe,15250.810333333333,8.127833333333333,354.9301666666667,0.265,1.2553333333333334,0.008450000000000001,135.79999999999998,28.41,21.97333333333333,50.0,42.72899999999999,19.599999999999998,2.8219999999999996,1.882,1899.7749999999999,21.400000000000002,307.846,1.82,1.5999999999999999,30.7,1.7,61.49,0.5710000000000001,0.0,0.0,1.0,0.0,0.0,0.0
